name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Pedro Lomba Neto,MID,Wolves,0.0,0,0,0,0,0.0,441,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,15,0,0,0,0,13,0,1740,0,0,0.0,0,6,64,58,64,False,0,13
Pelenda Joshua Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,82,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,8,0,0,0,0,13,0,780,0,1,0.0,0,-26,12,38,53,True,0,13
Philip Zinckernagel,MID,Watford,0.0,0,0,0,0,0.0,392,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,9,0,0,0,0,13,0,273,2,4,0.0,0,0,0,0,55,False,0,13
Phil Foden,MID,Man City,1.5,0,0,0,0,0.0,265,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,19,0,0,0,0,13,0,970034,1,2,0.0,0,-242218,30748,272966,83,True,0,13
Phil Jones,DEF,Man Utd,1.4,0,0,0,0,0.0,632,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,6,0,0,0,0,13,0,0,1,1,0.0,0,0,0,0,45,False,0,13
Pierre-Emerick Aubameyang,FWD,Arsenal,2.0,0,0,-7,1,5.8,4,121,0,0,3.6,0.0,2021-11-27T12:30:00Z,75,14,0,0,0,0,13,0,393167,0,2,30.0,1,13243,53528,40285,99,True,1,13
Pierre Lees-Melou,MID,Norwich,0.0,0,0,0,0,0.0,471,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,20,0,0,0,0,13,0,5662,0,0,0.0,0,-196,160,356,48,True,0,13
Pontus Jansson,DEF,Brentford,2.0,0,0,22,1,0.0,76,122,0,0,0.9,7.2,2021-11-28T14:00:00Z,90,8,0,0,0,0,13,0,750390,0,1,2.0,5,-102524,2191,104715,47,True,1,13
Przemyslaw Placheta,MID,Norwich,-0.3,0,0,0,0,0.0,328,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,20,0,0,0,0,13,0,1081,0,0,0.0,0,120,220,100,47,True,0,13
Raheem Sterling,MID,Man City,3.5,0,0,12,1,26.3,255,129,0,0,3.8,0.0,2021-11-28T14:00:00Z,86,19,0,0,0,0,13,0,109195,1,2,12.0,3,7638,9490,1852,106,True,0,13
Raphael Dias Belloli,MID,Leeds,5.2,0,0,2,1,1.3,196,123,0,0,2.6,12.8,2021-11-27T17:30:00Z,90,4,0,0,0,0,13,0,1721181,0,0,12.0,3,-5964,96841,102805,67,False,0,13
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,0,0.0,555,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,6,0,0,0,0,13,0,171066,1,1,0.0,0,-9267,260,9527,55,False,0,13
Rayan Ait Nouri,DEF,Wolves,5.5,0,0,19,1,21.1,470,130,0,0,6.2,19.8,2021-11-27T15:00:00Z,90,15,0,0,0,0,13,0,41808,0,0,21.0,6,17254,18858,1604,43,False,0,13
Raúl Jiménez,FWD,Wolves,5.7,0,0,-1,1,4.3,430,130,0,0,2.3,2.8,2021-11-27T15:00:00Z,90,15,0,0,0,0,13,0,1224394,0,0,16.0,2,355085,373787,18702,78,False,0,13
Reece Hannam,DEF,Crystal Palace,0.0,0,0,0,0,0.0,540,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,7606,2,1,0.0,0,-80,194,274,40,True,0,13
Reece James,DEF,Chelsea,10.7,0,0,7,0,19.2,142,125,1,0,3.7,4.6,2021-11-28T16:30:00Z,90,13,0,0,0,0,13,0,2905652,1,1,13.0,1,793757,812116,18359,62,True,1,13
Reece Welch,DEF,Everton,0.0,0,0,0,0,0.0,623,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,828,0,1,0.0,0,23,111,88,40,False,0,13
Reiss Nelson,MID,Arsenal,0.0,0,0,0,0,0.0,531,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,692,0,2,0.0,0,-1,0,1,50,True,0,13
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,561,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,18013,2,1,0.0,0,177,698,521,40,True,0,13
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,247,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,16,0,0,0,0,13,0,2347,0,4,0.0,0,-27,0,27,44,True,0,13
Ricardo Domingos Barbosa Pereira,DEF,Leicester,0.0,0,0,0,0,0.0,207,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,18,0,0,0,0,13,0,172502,2,4,0.0,0,-23348,211,23559,53,True,0,13
Richarlison de Andrade,FWD,Everton,0.0,0,0,0,0,0.0,180,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,335444,0,1,0.0,0,-35820,2796,38616,74,False,0,13
Rico Henry,DEF,Brentford,6.0,0,0,18,1,0.9,83,122,0,0,0.4,3.4,2021-11-28T14:00:00Z,76,8,0,0,0,0,13,0,139709,0,1,0.0,6,12646,19701,7055,45,True,0,13
Riyad Mahrez,MID,Man City,2.3,1,0,19,0,44.8,254,129,1,0,8.4,10.6,2021-11-28T14:00:00Z,90,19,0,0,0,0,13,0,206214,1,2,29.0,5,-315,12239,12554,86,True,0,13
Roberto Firmino,FWD,Liverpool,0.0,0,0,0,0,0.0,228,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,16,0,0,0,0,13,0,208869,0,4,0.0,0,-34382,480,34862,88,True,0,13
Robert Elliot,GK,Watford,-0.5,0,0,0,0,0.0,574,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,9,0,0,0,0,13,0,59910,2,4,0.0,0,-631,570,1201,40,False,0,13
Robert Street,FWD,Crystal Palace,0.0,0,0,0,0,0.0,542,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,108816,2,1,0.0,0,-3011,1552,4563,45,True,0,13
Robert Sánchez,GK,Brighton,2.0,0,1,29,1,0.0,69,123,0,0,3.3,33.2,2021-11-27T17:30:00Z,90,10,0,0,0,0,13,4,1646164,0,0,0.0,8,-21290,10461,31751,46,True,0,13
Robin Koch,DEF,Leeds,0.0,0,0,0,0,0.0,194,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,4,0,0,0,0,13,0,8106,0,0,0.0,0,-161,36,197,43,False,0,13
Rob Holding,DEF,Arsenal,1.0,0,0,0,0,0.0,14,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,46922,0,2,0.0,0,-1413,287,1700,42,True,0,13
Rodrigo Hernandez,MID,Man City,4.7,0,0,15,0,4.8,266,129,1,0,2.1,16.0,2021-11-28T14:00:00Z,90,19,0,0,0,0,13,0,89375,1,2,0.0,2,25641,28784,3143,55,True,0,13
Rodrigo Moreno,FWD,Leeds,2.5,0,0,9,1,18.2,187,123,0,0,3.3,7.8,2021-11-27T17:30:00Z,90,4,0,0,0,0,13,0,153534,0,0,7.0,2,-20633,5855,26488,63,False,0,13
Romain Perraud,DEF,Southampton,-1.0,0,0,10,0,1.3,460,128,4,0,3.5,16.0,2021-11-27T15:00:00Z,87,11,0,0,0,0,13,0,8367,0,4,18.0,0,-591,86,677,49,False,0,13
Romain Saïss,DEF,Wolves,4.5,0,0,24,1,1.4,431,130,0,0,2.3,21.8,2021-11-27T15:00:00Z,90,15,0,0,0,0,13,0,94707,0,0,0.0,6,10519,14690,4171,50,False,0,13
Romelu Lukaku,FWD,Chelsea,0.7,0,0,4,0,10.5,529,125,0,0,1.8,3.0,2021-11-28T16:30:00Z,8,13,0,0,0,0,13,0,777302,1,1,4.0,1,2283,28095,25812,115,True,0,13
Romeo Lavia,MID,Man City,0.5,0,0,0,0,0.0,605,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,19,0,0,0,0,13,0,748,1,2,0.0,0,-4,42,46,45,True,0,13
Ross Barkley,MID,Chelsea,1.5,0,0,0,0,0.0,124,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,13,0,0,0,0,13,0,8291,1,1,0.0,0,-273,191,464,52,True,0,13
Ruben Loftus-Cheek,MID,Chelsea,2.5,0,0,10,0,3.8,132,125,1,0,2.5,4.8,2021-11-28T16:30:00Z,90,13,0,0,0,0,13,0,14306,1,1,16.0,2,-629,1743,2372,54,True,0,13
Rui Pedro dos Santos Patrício,GK,Wolves,0.0,0,0,0,0,0.0,427,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,15,0,0,0,0,13,0,1389,0,0,0.0,0,-12,0,12,50,False,0,13
Ryan Bertrand,DEF,Leicester,0.5,0,0,0,0,0.0,473,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,18,0,0,0,0,13,0,33423,2,4,0.0,0,-1602,251,1853,46,True,0,13
Ryan Fraser,MID,Newcastle,1.0,0,0,15,0,19.9,298,121,2,0,3.2,9.6,2021-11-27T12:30:00Z,90,1,0,0,0,0,13,0,6427,0,2,2.0,2,500,917,417,53,False,0,13
Ryan Fredericks,DEF,West Ham,-0.5,0,0,0,0,0.0,415,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,12,0,0,0,0,13,0,8003,1,2,0.0,0,-107,84,191,44,False,0,13
Rúben Diogo da Silva Neves,MID,Wolves,2.5,0,0,13,1,4.9,436,130,0,0,2.4,17.4,2021-11-27T15:00:00Z,90,15,0,0,0,0,13,0,92160,0,0,2.0,2,1985,6028,4043,53,False,1,13
Rúben Santos Gato Alves Dias,DEF,Man City,2.7,0,0,14,0,2.0,262,129,1,0,3.6,15.8,2021-11-28T14:00:00Z,90,19,0,0,0,0,13,0,2017986,1,2,18.0,2,-184193,18026,202219,60,True,0,13
Rúnar Alex Rúnarsson,GK,Arsenal,0.0,0,0,0,0,0.0,2,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,64132,0,2,0.0,0,-1283,0,1283,40,True,0,13
Sadio Mané,MID,Liverpool,7.0,0,0,4,1,5.1,230,128,0,0,3.5,4.4,2021-11-27T15:00:00Z,90,16,0,0,0,0,13,0,450826,0,4,25.0,3,118102,127003,8901,120,True,0,13
Salomón Rondón,FWD,Everton,0.8,0,0,0,0,11.3,591,122,1,0,10.2,8.6,2021-11-28T14:00:00Z,90,3,0,0,0,0,13,0,14228,0,1,82.0,1,-567,1041,1608,60,False,1,13
Saman Ghoddos,MID,Brentford,2.2,0,0,0,0,0.0,85,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,8,0,0,0,0,13,0,4056,0,1,0.0,0,-161,209,370,53,True,0,13
Samuel Edozie,MID,Man City,0.5,0,0,0,0,0.0,508,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,19,0,0,0,0,13,0,1449,1,2,0.0,0,-16,16,32,48,True,0,13
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,20,0,0,0,0,13,0,1151,0,0,0.0,0,152,198,46,44,True,0,13
Sam Greenwood,FWD,Leeds,0.0,0,0,0,0,0.0,550,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,4,0,0,0,0,13,0,162342,0,0,0.0,0,-3315,3037,6352,45,False,0,13
Saïd Benrahma,MID,West Ham,2.0,0,0,5,0,1.1,419,129,1,0,2.3,4.4,2021-11-28T14:00:00Z,58,12,0,0,0,0,13,0,2261773,1,2,17.0,1,-261052,28125,289177,63,False,0,13
Saúl Ñíguez,MID,Chelsea,0.7,0,0,0,0,0.0,592,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,13,0,0,0,0,13,0,10108,1,1,0.0,0,-418,191,609,50,True,0,13
Scott Banks,MID,Crystal Palace,0.0,0,0,0,0,0.0,543,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,3211,2,1,0.0,0,76,263,187,45,True,0,13
Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,593,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,19,0,0,0,0,13,0,113416,1,2,0.0,0,10762,16715,5953,39,True,0,13
Scott McTominay,MID,Man Utd,1.0,0,0,5,0,1.6,285,125,1,0,2.2,20.8,2021-11-28T16:30:00Z,90,6,0,0,0,0,13,0,22082,1,1,0.0,1,-225,962,1187,54,False,1,13
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,11,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,7603,0,2,0.0,0,-465,20,485,43,True,0,13
Seamus Coleman,DEF,Everton,2.2,0,0,23,0,37.0,165,122,1,0,8.0,32.8,2021-11-28T14:00:00Z,90,3,0,0,0,0,13,0,34349,0,1,10.0,2,-466,646,1112,49,False,0,13
Sean Longstaff,MID,Newcastle,-0.2,0,0,0,0,0.0,309,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,1,0,0,0,0,13,0,66389,0,2,0.0,0,-3348,1084,4432,45,False,0,13
Sergi Canós,MID,Brentford,4.0,0,0,2,1,1.0,81,122,0,0,0.8,3.4,2021-11-28T14:00:00Z,86,8,0,0,0,0,13,0,183325,0,1,4.0,2,21096,28216,7120,55,True,1,13
Shandon Baptiste,MID,Brentford,0.5,0,0,7,0,10.4,499,122,0,0,1.5,4.6,2021-11-28T14:00:00Z,20,8,0,0,0,0,13,0,1988,0,1,0.0,1,39,94,55,49,True,0,13
Shane Duffy,DEF,Brighton,0.8,0,0,0,0,0.0,56,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,10,0,0,0,0,13,0,1923350,0,0,0.0,0,-113516,19500,133016,43,True,0,13
Shane Long,FWD,Southampton,-1.0,0,0,0,0,0.0,519,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,11,0,0,0,0,13,0,13831,0,4,0.0,0,-348,665,1013,54,False,0,13
Solomon March,MID,Brighton,2.5,0,0,2,0,0.0,60,123,0,0,3.5,7.0,2021-11-27T17:30:00Z,14,10,0,0,0,0,13,0,6130,0,0,28.0,1,-181,507,688,53,True,0,13
Steven Alzate,MID,Brighton,0.0,0,0,0,0,0.0,73,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,10,0,0,0,0,13,0,2467,0,0,0.0,0,-77,5,82,48,True,0,13
Stipe Perica,FWD,Watford,0.0,0,0,0,0,0.0,388,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,9,0,0,0,0,13,0,68671,2,4,0.0,0,-2193,0,2193,45,False,0,13
Stuart Armstrong,MID,Southampton,0.0,0,0,0,0,0.0,339,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,11,0,0,0,0,13,0,11306,0,4,0.0,0,-1725,141,1866,58,False,0,13
Stuart Dallas,MID,Leeds,2.8,0,0,17,1,11.3,188,123,0,0,4.3,24.2,2021-11-27T17:30:00Z,90,4,0,0,0,0,13,0,396264,0,0,7.0,3,-9784,8184,17968,51,False,0,13
Stuart McKinstry,MID,Leeds,0.2,0,0,0,0,0.0,601,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,4,0,0,0,0,13,0,15369,0,0,0.0,0,-681,257,938,44,False,0,13
Takehiro Tomiyasu,DEF,Arsenal,6.8,1,3,38,1,43.1,590,121,0,0,8.6,32.4,2021-11-27T12:30:00Z,90,14,0,0,0,0,13,0,291657,0,2,10.0,12,-5532,15474,21006,46,True,0,13
Takumi Minamino,MID,Liverpool,3.0,0,0,3,0,0.4,236,128,0,0,0.1,0.2,2021-11-27T15:00:00Z,9,16,0,0,0,0,13,0,5720,0,4,0.0,1,1015,1331,316,51,True,0,13
Tammy Abraham,FWD,Chelsea,0.0,0,0,0,0,0.0,136,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,13,0,0,0,0,13,0,11797,1,1,0.0,0,-64,0,64,65,True,0,13
Tariqe Fosu-Henry,MID,Brentford,0.0,0,0,0,0,0.0,79,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,8,0,0,0,0,13,0,3357,0,1,0.0,0,-75,82,157,51,True,0,13
Tariq Lamptey,DEF,Brighton,4.0,0,2,31,1,63.5,71,123,0,0,9.1,19.0,2021-11-27T17:30:00Z,75,10,0,0,0,0,13,0,75960,0,0,8.0,8,9492,12268,2776,44,True,0,13
Taylor Richards,MID,Brighton,0.0,0,0,0,0,0.0,537,123,0,0,0.0,0.0,2021-11-27T17:30:00Z,0,10,0,0,0,0,13,0,2706,0,0,0.0,0,-46,58,104,45,True,0,13
Teemu Pukki,FWD,Norwich,4.7,0,0,3,1,13.6,315,130,0,0,10.4,8.4,2021-11-27T15:00:00Z,90,20,0,0,0,0,13,0,438557,0,0,82.0,2,62648,75655,13007,58,True,0,13
Theo Walcott,MID,Southampton,-0.8,0,0,0,0,0.0,332,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,11,0,0,0,0,13,0,9650,0,4,0.0,0,-151,148,299,58,False,0,13
Thiago Alcántara do Nascimento,MID,Liverpool,3.5,0,0,30,0,1.9,225,128,0,1,6.0,41.2,2021-11-27T15:00:00Z,58,16,0,0,0,0,13,0,38043,0,4,17.0,6,3597,4464,867,53,True,0,13
Thiago Emiliano da Silva,DEF,Chelsea,6.0,1,3,29,0,1.6,121,125,1,0,4.0,18.8,2021-11-28T16:30:00Z,90,13,0,0,0,0,13,0,336183,1,1,20.0,8,2902,17178,14276,55,True,0,13
Thomas Partey,MID,Arsenal,3.0,0,0,15,1,3.9,15,121,0,0,2.8,14.2,2021-11-27T12:30:00Z,84,14,0,0,0,0,13,0,29160,0,2,10.0,3,486,3234,2748,50,True,0,13
Timothy Castagne,DEF,Leicester,1.7,0,0,8,0,16.3,209,127,2,0,3.3,14.8,2021-11-28T14:00:00Z,90,18,0,0,0,0,13,0,51724,2,4,2.0,1,1775,4503,2728,53,True,0,13
Timo Werner,FWD,Chelsea,1.0,0,0,3,0,1.3,134,125,1,0,8.1,0.0,2021-11-28T16:30:00Z,81,13,0,0,0,0,13,0,120120,1,1,82.0,2,5758,8006,2248,86,True,0,13
Tim Krul,GK,Norwich,3.0,0,0,24,1,0.0,314,130,0,0,1.7,17.2,2021-11-27T15:00:00Z,90,20,0,0,0,0,13,2,138528,0,0,0.0,6,1713,6300,4587,45,True,0,13
Tino Livramento,DEF,Southampton,2.2,0,0,12,0,17.4,491,128,4,0,3.9,19.4,2021-11-27T15:00:00Z,90,11,0,0,0,0,13,0,1974327,0,4,2.0,0,-75773,39186,114959,46,False,0,13
Todd Cantwell,MID,Norwich,-0.3,0,0,0,0,0.0,325,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,20,0,0,0,0,13,0,19897,0,0,0.0,0,444,992,548,53,True,0,13
Tomas Soucek,MID,West Ham,1.3,0,0,12,0,1.1,422,129,2,0,1.2,6.6,2021-11-28T14:00:00Z,90,12,0,0,0,0,13,0,387394,1,2,4.0,2,-18511,3012,21523,57,False,0,13
Tommy Doyle,MID,Man City,0.0,0,0,0,0,0.0,566,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,19,0,0,0,0,13,0,289,1,2,0.0,0,-4,0,4,45,True,0,13
Tom Cleverley,MID,Watford,0.5,0,0,10,0,57.0,381,127,3,0,7.4,14.8,2021-11-28T14:00:00Z,45,9,0,0,0,0,13,0,9713,2,4,2.0,1,419,738,319,48,False,0,13
Tom Davies,MID,Everton,0.0,0,0,0,0,0.0,176,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,7129,0,1,0.0,0,-800,11,811,49,False,0,13
Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,509,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,6,0,0,0,0,13,0,42431,1,1,0.0,0,-344,311,655,40,False,0,13
Trent Alexander-Arnold,DEF,Liverpool,10.2,1,0,31,1,31.3,237,128,0,0,6.9,33.4,2021-11-27T15:00:00Z,90,16,0,0,0,0,13,0,3212101,0,4,4.0,9,524700,530421,5721,79,True,0,13
Trevoh Chalobah,DEF,Chelsea,2.5,0,0,13,0,4.4,527,125,1,0,1.9,12.6,2021-11-28T16:30:00Z,90,13,0,0,0,0,13,0,385160,1,1,2.0,2,18189,40342,22153,48,True,0,13
Troy Deeney,FWD,Watford,0.0,0,0,0,0,0.0,380,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,9,0,0,0,0,13,0,33102,2,4,0.0,0,-664,0,664,54,False,0,13
Tyler Morton,MID,Liverpool,1.2,0,0,0,0,0.0,620,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,16,0,0,0,0,13,0,252,0,4,0.0,0,63,102,39,45,True,0,13
Tyler Onyango,MID,Everton,0.5,0,0,0,0,0.0,630,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,54,0,1,0.0,0,32,39,7,45,False,0,13
Tyler Roberts,MID,Leeds,1.0,0,0,1,0,0.6,193,123,0,0,6.4,8.2,2021-11-27T17:30:00Z,27,4,0,0,0,0,13,0,5102,0,0,55.0,1,-83,106,189,48,False,0,13
Tyrick Mitchell,DEF,Crystal Palace,3.5,0,0,9,0,16.9,162,126,2,0,2.7,10.4,2021-11-27T15:00:00Z,90,2,0,0,0,0,13,0,109344,2,1,0.0,1,-7156,4825,11981,45,True,0,13
Tyrone Mings,DEF,Aston Villa,4.8,0,0,13,0,0.7,38,126,1,0,1.6,11.0,2021-11-27T15:00:00Z,90,7,0,0,0,0,13,0,567550,2,1,4.0,2,38938,50624,11686,49,False,0,13
Vicente Guaita,GK,Crystal Palace,4.2,0,0,9,0,0.0,146,126,2,0,1.0,10.2,2021-11-27T15:00:00Z,90,2,0,0,0,0,13,1,719401,2,1,0.0,1,-955,16578,17533,46,True,0,13
Victor Lindelöf,DEF,Man Utd,1.7,0,0,13,0,0.1,284,125,1,0,2.6,26.2,2021-11-28T16:30:00Z,90,6,0,0,0,0,13,0,39843,1,1,0.0,2,-1020,1206,2226,48,False,0,13
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,596,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,7,0,0,0,0,13,0,5833,2,1,0.0,0,139,405,266,40,False,0,13
Virgil van Dijk,DEF,Liverpool,6.8,0,3,45,1,10.4,229,128,0,1,8.3,55.6,2021-11-27T15:00:00Z,90,16,0,0,0,0,13,0,1500440,0,4,17.0,15,-30995,35895,66890,66,True,0,13
Vitaly Janelt,MID,Brentford,1.8,0,0,8,1,11.6,84,122,0,0,3.2,18.0,2021-11-28T14:00:00Z,90,8,0,0,0,0,13,0,12709,0,1,2.0,3,-587,263,850,50,True,0,13
Vladimir Coufal,DEF,West Ham,0.3,0,0,6,0,11.0,418,129,1,0,1.7,5.8,2021-11-28T14:00:00Z,29,12,0,0,0,0,13,0,344122,1,2,0.0,1,-27859,797,28656,47,False,0,13
Wesley Fofana,DEF,Leicester,0.0,0,0,0,0,0.0,220,127,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,18,0,0,0,0,13,0,23765,2,4,0.0,0,-336,46,382,43,True,0,13
Wesley Moraes,FWD,Aston Villa,0.0,0,0,0,0,0.0,47,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,7,0,0,0,0,13,0,9751,2,1,0.0,0,-136,0,136,54,False,0,13
Wilfred Ndidi,MID,Leicester,1.7,0,0,9,0,12.0,216,127,2,0,7.7,11.0,2021-11-28T14:00:00Z,90,18,0,0,0,0,13,0,79540,2,4,54.0,2,1355,2903,1548,48,True,0,13
Wilfried Zaha,MID,Crystal Palace,4.5,0,0,0,0,2.8,154,126,1,0,1.4,1.0,2021-11-27T15:00:00Z,71,2,0,0,0,0,13,0,725432,2,1,10.0,1,5461,60982,55521,70,True,1,13
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,213,0,2,0.0,0,-2,0,2,45,True,0,13
William Smallbone,MID,Southampton,-1.0,0,0,0,0,0.0,347,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,11,0,0,0,0,13,0,1705,0,4,0.0,0,194,311,117,45,False,0,13
William Troost-Ekong,DEF,Watford,0.3,0,0,8,0,0.1,387,127,4,0,0.7,2.6,2021-11-28T14:00:00Z,90,9,0,0,0,0,13,0,9734,2,4,4.0,0,-384,159,543,44,False,0,13
Willian Borges Da Silva,MID,Arsenal,0.0,0,0,0,0,0.0,3,121,0,0,0.0,0.0,2021-11-27T12:30:00Z,0,14,0,0,0,0,13,0,7074,0,2,0.0,0,-50,0,50,63,True,0,13
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,130,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,15,0,0,0,0,13,0,7220,0,0,0.0,0,-139,214,353,49,False,0,13
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0,0.0,386,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,3840,2,1,0.0,0,90,287,197,47,True,0,13
Winston Reid,DEF,West Ham,0.0,0,0,0,0,0.0,410,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,12,0,0,0,0,13,0,89659,1,2,0.0,0,-1894,1394,3288,39,False,0,13
Xherdan Shaqiri,MID,Liverpool,0.0,0,0,0,0,0.0,226,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,16,0,0,0,0,13,0,3558,0,4,0.0,0,-17,0,17,59,True,0,13
Yan Valery,DEF,Southampton,-1.0,0,0,0,0,0.0,546,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,11,0,0,0,0,13,0,41773,0,4,0.0,0,-722,575,1297,40,False,0,13
Yerry Mina,DEF,Everton,0.0,0,0,0,0,0.0,175,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,27073,0,1,0.0,0,-1292,33,1325,49,False,0,13
